order_id,product_id,customer_id,amount,status,order_date
124,41,369,39796850.0,pending,2023-06-24
125,3,208,34042245.0,shipped,2024-01-10
126,46,94,14559258.0,cancelled,2023-06-20
127,38,476,37325986.0,returned,2024-11-10
128,25,39,23217821.0,cancelled,2024-01-02
129,4,11,33628424.0,shipped,2024-04-06
130,6,306,45547453.0,cancelled,2024-02-15
131,7,149,29045542.0,returned,2024-02-07
132,9,171,44484102.0,cancelled,2023-11-30
133,41,324,32460497.0,pending,2023-09-13
134,34,321,18263669.0,pending,2023-05-17
135,47,80,35625041.0,completed,2023-04-11
136,35,272,14426266.0,shipped,2023-04-25
137,32,315,43469925.0,pending,2024-05-01
138,22,251,9855990.0,shipped,2023-10-30
139,37,357,9148596.0,returned,2023-08-02
140,39,431,28848027.0,shipped,2023-11-06
141,3,372,36456369.0,returned,2024-12-01
142,38,156,8089544.0,pending,2024-08-25
143,7,151,2042439.0,shipped,2023-10-07
144,35,245,44699192.0,completed,2023-11-19
145,21,73,33419123.0,cancelled,2023-02-25
146,13,242,32304725.0,pending,2024-02-27
147,14,188,1804265.0,cancelled,2024-02-17
148,18,75,43406323.0,returned,2023-04-18
149,40,6,30909221.0,pending,2024-09-19
150,11,16,21347896.0,returned,2023-05-31
151,7,195,8708446.0,completed,2024-12-10
152,5,428,37857563.0,cancelled,2023-05-20
153,6,216,8680399.0,returned,2024-07-27
154,13,464,5703180.0,pending,2024-10-23
155,35,465,11507406.0,cancelled,2023-09-03
156,4,115,10285482.0,pending,2023-04-08
157,21,257,25292332.0,pending,2024-03-03
158,47,426,22310886.0,pending,2024-05-29
159,4,130,26284521.0,returned,2024-10-16
160,4,160,32998826.0,completed,2023-04-17
161,45,255,197135.0,cancelled,2023-02-20
162,2,239,38648642.0,pending,2024-04-03
163,28,216,22004740.0,returned,2024-11-29
164,37,282,16700066.0,pending,2024-09-21
165,44,252,23109433.0,returned,2024-10-21
166,7,73,2865875.0,pending,2023-05-08
167,46,190,6532795.0,shipped,2024-07-30
168,36,196,47028201.0,completed,2024-12-13
169,9,476,41171595.0,returned,2023-04-24
170,14,287,44954744.0,cancelled,2023-06-15
171,38,306,19218738.0,cancelled,2023-09-30
172,30,215,7503504.0,completed,2024-04-27
173,19,451,30196365.0,pending,2024-01-17
174,6,21,42802112.0,cancelled,2024-04-13
175,26,123,34525718.0,cancelled,2024-09-21
176,42,240,39313288.0,returned,2024-01-02
177,10,189,32196973.0,pending,2024-05-24
178,42,409,33878720.0,pending,2023-03-29
179,15,121,6614244.0,pending,2023-08-07
180,2,282,45419463.0,shipped,2023-07-04
181,39,30,47333322.0,shipped,2023-08-31
182,14,111,21979525.0,returned,2024-08-03
183,13,303,25995114.0,completed,2024-01-17
184,28,223,16699644.0,completed,2024-10-09
185,38,433,41570529.0,shipped,2023-09-04
186,47,424,37873204.0,returned,2024-09-28
187,33,467,37665613.0,returned,2023-03-15
188,24,27,3704065.0,shipped,2023-08-22
189,43,237,21373025.0,cancelled,2023-08-20
190,41,460,8927348.0,returned,2023-10-02
191,41,58,29218809.0,pending,2023-09-06
192,7,353,36130117.0,cancelled,2024-10-30
193,22,253,25638407.0,shipped,2024-11-29
194,46,12,31642330.0,completed,2024-11-17
195,4,290,5836569.0,shipped,2023-07-06
196,29,321,20049313.0,cancelled,2023-08-31
197,12,138,10575079.0,cancelled,2023-05-24
198,4,466,27900354.0,completed,2023-05-07
199,45,470,7364014.0,completed,2024-08-19
200,35,401,29298777.0,cancelled,2023-08-18
201,13,58,2236275.0,shipped,2024-09-28
202,34,447,44499934.0,cancelled,2024-01-17
203,6,116,30547258.0,completed,2023-09-03
204,6,377,284221.0,returned,2023-07-21
205,30,403,47126324.0,pending,2023-03-31
206,21,3,43966097.0,completed,2024-06-22
207,35,344,24789428.0,completed,2024-09-20
208,45,459,6139887.0,shipped,2024-04-06
209,31,149,14848876.0,returned,2024-05-03
210,30,260,47220323.0,pending,2024-07-19
211,36,356,18876834.0,pending,2024-01-08
212,3,154,16820104.0,cancelled,2023-10-23
213,25,472,18291434.0,returned,2023-11-04
214,21,147,35403261.0,pending,2023-04-05
215,14,244,6371563.0,completed,2023-11-19
216,43,482,11991488.0,cancelled,2023-08-03
217,41,370,21983262.0,shipped,2023-03-06
218,25,436,34203836.0,returned,2023-02-04
219,22,426,41899877.0,pending,2023-11-09
220,40,136,48889347.0,shipped,2023-08-04
221,25,267,22301816.0,returned,2023-07-22
222,22,489,5372551.0,pending,2023-08-15
223,27,201,37096265.0,cancelled,2023-07-31
224,50,326,44498741.0,pending,2023-12-24
225,18,430,35789820.0,pending,2024-09-12
226,44,28,16215768.0,returned,2023-04-18
227,17,233,367253.0,pending,2024-03-06
228,46,391,36658313.0,pending,2024-03-18
229,14,475,45619819.0,cancelled,2023-09-17
230,32,384,13034699.0,shipped,2024-04-25
231,43,22,2771601.0,returned,2023-07-05
232,21,74,11073811.0,pending,2024-06-04
233,41,22,44278940.0,completed,2023-03-27
234,49,4,26755953.0,returned,2023-08-23
235,28,321,6048249.0,shipped,2024-09-12
236,25,55,22534538.0,pending,2023-11-13
237,18,92,33111248.0,cancelled,2024-10-21
238,1,20,49001511.0,completed,2024-06-16
239,49,280,46366828.0,completed,2024-07-24
240,49,156,21675303.0,cancelled,2024-11-01
241,23,423,21827066.0,completed,2023-04-18
242,44,491,35800876.0,completed,2024-11-19
243,30,185,33860349.0,completed,2023-10-15
244,19,212,19790152.0,pending,2024-10-10
245,27,244,31068959.0,cancelled,2023-04-04
246,10,88,49522202.0,cancelled,2023-06-12
247,3,96,37342790.0,cancelled,2024-07-25
248,11,347,10582526.0,cancelled,2024-12-29
249,31,54,21332312.0,completed,2023-03-23
250,36,296,36541686.0,pending,2024-09-19
251,17,382,26708331.0,pending,2024-05-15
252,20,98,34797267.0,pending,2023-10-05
253,45,495,22575776.0,returned,2024-03-08
254,38,387,41103030.0,cancelled,2023-03-31
255,3,319,43209079.0,pending,2023-10-19
256,44,124,34619711.0,completed,2024-04-13
257,47,214,20061318.0,shipped,2024-10-31
258,26,278,17620080.0,pending,2023-01-27
259,16,36,9349531.0,pending,2023-02-26
260,14,372,49399989.0,cancelled,2023-04-28
261,38,226,41703727.0,pending,2023-08-12
262,25,184,12991957.0,cancelled,2023-10-23
263,4,81,49485069.0,completed,2023-02-11
264,12,419,7816336.0,cancelled,2024-01-22
265,22,152,47153126.0,pending,2023-05-06
266,8,187,21372213.0,completed,2023-11-12
267,28,315,5355174.0,returned,2023-03-05
268,15,476,38983198.0,cancelled,2024-11-28
269,15,114,35896632.0,shipped,2023-11-12
270,9,299,34964842.0,returned,2023-01-12
271,41,15,26545241.0,returned,2023-06-24
272,6,9,20751088.0,returned,2023-07-22
273,31,466,2108526.0,shipped,2023-06-28
274,13,408,48479783.0,pending,2024-04-16
275,7,201,45785097.0,returned,2024-01-21
276,8,47,39534574.0,completed,2024-03-02
277,48,47,40038619.0,returned,2023-11-04
278,36,356,46606082.0,pending,2024-05-13
279,46,405,8807811.0,returned,2024-10-25
280,36,254,21164652.0,shipped,2024-08-19
281,48,25,21370520.0,pending,2023-09-27
282,6,415,17285248.0,cancelled,2023-03-16
283,20,217,21038591.0,shipped,2023-06-14
284,33,460,6421287.0,cancelled,2023-08-30
285,11,221,11709239.0,pending,2024-04-02
286,32,337,26957471.0,pending,2023-10-30
287,1,109,1627265.0,pending,2024-12-22
288,46,296,38352009.0,shipped,2023-07-01
289,49,176,15334342.0,shipped,2023-11-01
290,47,458,35511641.0,pending,2023-11-03
291,15,444,31869707.0,completed,2023-02-05
292,35,239,40321494.0,returned,2024-08-30
293,30,70,46090337.0,returned,2024-03-14
294,12,294,19475558.0,cancelled,2023-11-19
295,10,326,28461990.0,returned,2024-07-14
296,27,248,44609149.0,returned,2023-05-03
297,13,85,10059322.0,returned,2023-04-19
298,2,246,20327076.0,completed,2023-04-07
299,8,116,45314097.0,shipped,2023-08-28
300,12,326,28647016.0,shipped,2023-09-27
301,45,8,4097364.0,cancelled,2024-12-11
302,24,133,37031740.0,pending,2024-04-01
303,29,293,37282748.0,returned,2024-03-19
304,35,307,8608509.0,cancelled,2024-01-12
305,8,57,44596019.0,pending,2023-01-25
306,2,158,44012020.0,pending,2023-02-07
307,15,466,28822064.0,returned,2023-10-21
308,43,323,42546729.0,pending,2023-11-02
309,2,471,9282848.0,returned,2023-05-14
310,15,187,24318532.0,returned,2024-09-26
311,18,339,35448349.0,pending,2023-06-03
312,43,4,27523920.0,cancelled,2024-05-14
313,28,19,29365963.0,shipped,2024-06-07
314,7,72,13400829.0,cancelled,2024-03-22
315,16,87,13644229.0,completed,2023-05-02
316,40,160,460075.0,completed,2024-03-15
317,6,482,42108039.0,completed,2023-09-05
318,20,437,34574848.0,shipped,2024-08-11
319,32,230,6265529.0,returned,2023-07-09
320,39,152,21342817.0,completed,2024-08-16
321,10,160,47301259.0,completed,2024-08-29
322,30,346,40577620.0,pending,2024-01-21
323,47,401,37044288.0,pending,2023-02-14
324,3,17,14240899.0,cancelled,2023-03-12
325,1,269,969248.0,pending,2024-02-11
326,25,374,25207579.0,shipped,2024-06-30
327,34,27,44918393.0,pending,2023-01-19
328,20,406,30194741.0,completed,2024-05-10
329,21,438,12355371.0,cancelled,2024-07-27
330,32,103,42523939.0,returned,2023-01-15
331,18,468,42772357.0,shipped,2023-12-30
332,19,49,6786284.0,shipped,2024-05-28
333,42,267,37532121.0,pending,2024-02-13
334,46,41,26178965.0,returned,2024-01-14
335,20,134,12935570.0,shipped,2023-08-07
336,24,125,24066833.0,pending,2023-04-28
337,23,60,44232027.0,cancelled,2023-03-05
338,31,316,38150168.0,cancelled,2024-03-28
339,5,169,23043527.0,completed,2024-05-28
340,18,310,23521149.0,shipped,2024-04-03
341,15,413,27459970.0,completed,2024-05-08
342,27,53,18637182.0,completed,2023-08-05
343,33,124,4972356.0,completed,2024-08-13
344,50,482,9336889.0,cancelled,2024-01-27
345,44,112,30631601.0,cancelled,2023-06-10
346,29,367,127728.0,completed,2024-08-20
347,42,222,24213638.0,returned,2024-08-21
348,15,387,5580130.0,completed,2024-10-23
349,4,459,49972867.0,shipped,2024-09-16
350,5,376,26333287.0,pending,2024-03-10
351,50,141,23387597.0,shipped,2023-01-22
352,2,471,39162064.0,cancelled,2024-03-09
353,43,239,26544051.0,pending,2024-03-25
354,46,472,30440984.0,completed,2023-12-12
355,6,321,18389911.0,shipped,2024-09-18
356,37,317,36437006.0,completed,2023-10-10
357,37,294,7068847.0,pending,2024-06-14
358,50,111,49172849.0,pending,2024-07-10
359,22,119,34557693.0,completed,2023-06-21
360,42,317,46527279.0,shipped,2023-08-19
361,50,211,24585758.0,returned,2023-12-23
362,43,226,16085361.0,pending,2024-08-08
363,36,33,33229834.0,completed,2024-11-06
364,25,222,48852207.0,completed,2024-08-30
365,9,463,49382499.0,completed,2024-08-06
366,17,470,37102045.0,shipped,2023-09-08
367,40,331,14271698.0,shipped,2024-01-05
368,2,245,33784712.0,shipped,2023-04-08
369,38,387,46891463.0,returned,2023-07-19
370,17,186,15069253.0,returned,2024-02-10
371,5,236,28646549.0,pending,2024-02-28
372,48,448,48863349.0,cancelled,2024-09-19
373,22,395,49221514.0,returned,2024-03-01
374,28,15,41601347.0,pending,2024-07-18
375,9,363,32018375.0,pending,2024-11-06
376,41,458,17232544.0,completed,2024-11-23
377,16,463,49159415.0,cancelled,2023-10-17
378,36,340,33536679.0,returned,2024-10-06
379,28,221,38713264.0,cancelled,2023-05-24
380,12,24,49961362.0,pending,2024-05-21
381,16,388,31636656.0,completed,2024-10-01
382,38,249,41817320.0,cancelled,2023-08-12
383,40,65,3821113.0,cancelled,2023-09-06
384,8,43,27352437.0,cancelled,2024-06-14
385,10,92,2497478.0,returned,2024-12-19
386,1,189,35853605.0,pending,2024-05-14
387,11,389,26326792.0,shipped,2024-05-15
388,1,400,30365369.0,completed,2024-02-22
389,8,61,21298493.0,returned,2024-02-17
390,4,267,18713618.0,completed,2024-10-04
391,46,491,14131981.0,completed,2024-05-23
392,47,282,30992206.0,pending,2024-01-29
393,20,229,47106869.0,completed,2024-04-24
394,13,317,43952405.0,returned,2024-05-30
395,45,303,37000131.0,shipped,2023-08-18
396,50,432,15403388.0,completed,2023-08-28
397,36,268,14688662.0,returned,2023-12-24
398,44,222,28138948.0,cancelled,2024-08-25
399,30,466,42225222.0,cancelled,2023-03-01
400,2,378,17818807.0,returned,2024-04-08
401,18,168,35468280.0,cancelled,2024-11-11
402,37,223,7545829.0,cancelled,2023-05-26
403,27,485,43519816.0,returned,2023-11-08
404,28,475,13241036.0,returned,2024-12-27
405,8,313,40291224.0,pending,2024-06-14
406,2,201,46714214.0,shipped,2024-07-29
407,50,238,5635997.0,pending,2023-01-03
408,32,200,36865831.0,returned,2023-09-18
409,21,294,26264690.0,shipped,2024-08-22
410,48,84,9033727.0,shipped,2024-02-24
411,45,301,23218446.0,shipped,2023-05-17
412,11,254,45733910.0,completed,2023-05-11
413,48,471,48849978.0,cancelled,2024-08-17
414,44,200,11428185.0,shipped,2024-08-09
415,13,30,29256850.0,completed,2024-09-24
416,28,324,23465552.0,completed,2023-01-27
417,38,223,49710364.0,pending,2024-04-13
418,18,298,5514788.0,pending,2023-04-02
419,33,69,38702779.0,shipped,2024-12-19
420,21,168,18566551.0,cancelled,2024-08-15
421,22,499,34747911.0,shipped,2023-12-15
422,38,72,24433271.0,returned,2024-09-21
423,49,245,21706609.0,pending,2024-04-25
424,34,445,8612442.0,pending,2024-11-29
425,34,447,18907991.0,pending,2023-10-15
426,19,414,44804844.0,completed,2023-10-06
427,42,146,47899611.0,pending,2024-09-30
428,8,41,39366904.0,completed,2024-11-30
429,10,139,20452571.0,cancelled,2024-03-07
430,50,432,26990355.0,cancelled,2023-04-22
431,37,405,3902862.0,returned,2024-07-15
432,50,25,43501151.0,shipped,2023-07-01
433,32,298,41468763.0,pending,2024-08-05
434,6,228,20535082.0,completed,2023-11-08
435,20,203,9278270.0,shipped,2023-12-12
436,11,61,24565365.0,returned,2023-09-21
437,13,367,10800192.0,returned,2023-09-09
438,18,347,7363925.0,cancelled,2024-11-19
439,1,91,10811743.0,pending,2024-11-06
440,4,449,3820135.0,shipped,2024-07-20
441,44,81,12646266.0,cancelled,2024-04-02
442,28,367,40829245.0,pending,2023-12-16
443,38,466,35669227.0,returned,2024-02-25
444,32,372,40530404.0,pending,2023-12-15
445,6,385,19085323.0,completed,2023-02-04
446,5,444,31312599.0,pending,2024-07-03
447,25,107,43673649.0,returned,2023-01-03
448,10,491,1170807.0,pending,2023-07-10
449,46,186,49698268.0,completed,2023-10-07
450,2,385,24915293.0,shipped,2024-03-01
451,38,106,47442389.0,pending,2024-09-06
452,47,313,34921131.0,cancelled,2024-02-07
453,44,426,23873884.0,pending,2024-05-23
454,37,215,30154376.0,returned,2023-02-18
455,26,369,1623774.0,pending,2023-05-22
456,4,132,16768421.0,shipped,2023-06-17
457,21,234,4589398.0,returned,2024-04-01
458,49,333,16958722.0,completed,2024-09-07
459,19,179,27345988.0,shipped,2023-03-30
460,49,9,39230344.0,returned,2024-08-19
461,43,317,34867352.0,completed,2023-02-08
462,50,143,40411393.0,returned,2023-10-22
463,33,477,6730564.0,shipped,2023-05-29
464,15,270,32721636.0,pending,2024-03-17
465,7,366,47160233.0,returned,2024-05-04
466,1,63,33928884.0,returned,2024-04-25
467,8,271,43177409.0,completed,2024-09-26
468,25,301,40560915.0,cancelled,2024-10-19
469,8,251,49532092.0,pending,2024-07-29
470,41,155,5065191.0,shipped,2024-07-01
471,15,122,19717198.0,returned,2023-12-12
472,36,242,10463874.0,pending,2024-12-16
473,21,210,35325298.0,completed,2024-02-26
474,49,22,23860141.0,shipped,2024-06-14
475,29,115,26349106.0,returned,2024-11-11
476,2,424,8854555.0,cancelled,2024-11-23
477,31,441,221663.0,returned,2023-07-01
478,17,30,20641109.0,completed,2023-03-19
479,39,294,28121395.0,shipped,2023-07-24
480,27,498,25264995.0,completed,2024-08-28
481,49,162,47636176.0,completed,2024-12-26
482,23,64,5123938.0,pending,2023-05-28
483,24,462,47650555.0,shipped,2023-06-07
484,45,123,1673567.0,completed,2023-08-07
485,15,71,24011187.0,returned,2023-04-13
486,13,108,19629320.0,returned,2023-06-18
487,48,109,381278.0,pending,2024-12-14
488,38,13,43242364.0,pending,2023-06-03
489,8,108,12337188.0,cancelled,2023-03-15
490,1,428,14832492.0,cancelled,2023-05-30
491,48,442,33677805.0,pending,2023-09-16
492,6,427,36688164.0,cancelled,2023-05-21
493,37,129,30400999.0,shipped,2024-06-16
494,16,376,41016788.0,cancelled,2024-04-21
495,47,432,3364866.0,cancelled,2024-05-31
496,17,304,44297263.0,completed,2023-05-09
497,21,306,8328596.0,pending,2024-06-12
498,4,292,3359629.0,pending,2024-01-11
499,48,356,30539594.0,completed,2024-02-20
500,9,371,18653024.0,completed,2024-12-05
501,38,486,23758709.0,pending,2024-10-17
502,28,196,23270575.0,completed,2023-11-23
503,42,380,8355729.0,returned,2024-05-20
504,36,265,42326841.0,pending,2024-07-22
505,1,229,37720040.0,returned,2024-01-14
506,22,9,28174760.0,pending,2023-03-03
507,17,233,30987372.0,pending,2023-02-01
508,15,10,7665626.0,shipped,2024-10-04
509,24,140,35378639.0,cancelled,2024-06-18
510,31,369,6475552.0,cancelled,2024-03-24
511,23,500,3403755.0,shipped,2024-05-23
512,41,102,37853988.0,completed,2024-11-25
513,26,223,14499560.0,cancelled,2024-09-28
514,22,135,15041968.0,pending,2023-04-06
515,32,125,30338359.0,cancelled,2024-03-24
516,14,337,19606400.0,returned,2023-09-18
517,31,472,13498388.0,completed,2024-03-01
518,32,212,35282031.0,pending,2024-01-20
519,31,296,27651521.0,pending,2024-07-10
520,8,464,6334565.0,pending,2023-06-04
521,11,392,493141.0,shipped,2024-08-22
522,17,156,25497843.0,pending,2024-06-14
523,20,28,29705999.0,returned,2024-12-17
524,11,385,26472959.0,returned,2024-02-24
525,17,409,19431245.0,shipped,2024-09-09
526,5,490,32626581.0,pending,2023-04-28
527,1,141,19391512.0,pending,2023-06-20
528,41,96,25269569.0,returned,2024-01-13
529,24,12,13374261.0,cancelled,2024-09-03
530,30,191,27684655.0,pending,2024-07-09
531,3,46,12482480.0,pending,2023-02-10
532,9,388,44092414.0,completed,2024-07-04
533,33,376,11108178.0,completed,2024-12-15
534,29,284,30493978.0,completed,2024-04-03
535,26,477,10955958.0,returned,2024-03-29
536,26,90,34248548.0,shipped,2023-07-03
537,1,23,49776692.0,cancelled,2024-03-22
538,33,227,46537946.0,returned,2023-05-13
539,6,497,43674624.0,cancelled,2024-02-26
540,36,81,9455685.0,pending,2023-01-19
541,36,126,28992888.0,shipped,2023-07-06
542,18,391,38234382.0,pending,2024-01-09
543,25,145,391208.0,shipped,2023-12-25
544,16,68,37896057.0,shipped,2023-07-08
545,42,406,6683432.0,returned,2023-05-24
546,42,316,20065073.0,returned,2023-10-02
547,3,122,34181903.0,returned,2023-06-16
548,16,131,5437560.0,completed,2023-06-05
549,42,77,42226131.0,cancelled,2023-05-08
550,36,153,45981991.0,cancelled,2024-02-19
551,38,90,46668883.0,shipped,2023-12-08
552,10,381,23248233.0,pending,2024-09-21
553,16,120,1916498.0,completed,2024-08-16
554,44,333,32682619.0,cancelled,2024-04-09
555,49,337,37794761.0,shipped,2024-03-19
556,31,413,1979191.0,returned,2023-03-31
557,26,23,24421291.0,pending,2023-03-31
558,41,21,29551772.0,cancelled,2024-09-03
559,42,387,38432002.0,cancelled,2024-11-06
560,24,173,49622252.0,pending,2024-07-20
561,23,284,26694593.0,completed,2023-12-09
562,30,124,24434175.0,returned,2023-04-25
563,20,248,18958494.0,shipped,2023-11-30
564,13,56,14577086.0,pending,2023-07-16
565,28,422,4427101.0,cancelled,2023-03-19
566,12,23,47873911.0,cancelled,2024-04-29
567,23,53,43933589.0,completed,2024-12-17
568,11,13,22086011.0,shipped,2024-04-26
569,40,394,35249291.0,pending,2024-03-30
570,36,153,24479955.0,returned,2023-07-05
571,2,41,1319409.0,shipped,2024-08-27
572,12,294,30480126.0,returned,2024-02-17
573,19,177,30447366.0,pending,2024-06-27
574,41,228,5448096.0,shipped,2024-05-11
575,46,57,42362225.0,shipped,2024-03-11
576,24,32,26983499.0,cancelled,2023-11-05
577,49,30,9894238.0,returned,2024-07-17
578,34,338,8109693.0,cancelled,2023-07-20
579,14,103,42749608.0,cancelled,2024-06-01
580,26,229,36490253.0,shipped,2023-10-09
581,7,51,612091.0,pending,2024-08-27
582,49,366,16951173.0,cancelled,2024-07-10
583,7,375,15118685.0,returned,2024-04-20
584,13,2,28285109.0,pending,2023-09-05
585,21,35,38329721.0,cancelled,2024-02-12
586,39,214,18117077.0,shipped,2023-03-19
587,29,24,29353192.0,completed,2024-01-29
588,2,207,25672956.0,pending,2023-10-29
589,36,28,35212295.0,shipped,2023-03-09
590,42,152,42024168.0,cancelled,2023-07-10
591,15,254,3615342.0,pending,2024-01-27
592,34,130,42533252.0,pending,2024-10-23
593,42,134,22083295.0,shipped,2023-11-03
594,43,9,9632381.0,completed,2023-01-12
595,3,454,46464519.0,returned,2024-11-04
596,25,408,44340615.0,returned,2023-03-29
597,22,332,6967635.0,returned,2024-05-18
598,8,92,15367070.0,pending,2024-03-02
599,29,358,17992689.0,shipped,2023-03-27
600,26,445,38781231.0,shipped,2024-11-25
601,11,123,32617119.0,completed,2023-10-07
602,20,114,23064241.0,returned,2023-02-04
603,14,152,31462500.0,pending,2023-10-03
604,40,390,6009962.0,shipped,2023-02-28
605,16,390,33710850.0,shipped,2024-11-27
606,14,178,9033619.0,pending,2024-01-24
607,20,376,41044267.0,completed,2024-11-15
608,38,47,46586229.0,completed,2024-12-30
609,41,486,3110885.0,completed,2023-04-10
610,15,462,4878910.0,returned,2023-03-08
611,43,417,16207902.0,cancelled,2023-10-05
612,3,37,43088659.0,completed,2023-12-23
613,5,155,20378684.0,cancelled,2023-02-13
614,38,462,16863464.0,completed,2024-11-18
615,3,118,28677531.0,pending,2024-08-17
616,11,216,31599071.0,completed,2024-12-20
617,42,42,374650.0,shipped,2024-04-13
618,13,479,42295172.0,returned,2023-08-06
